jenisKelamin;umur;beratBadan;tinggiBadan
Female;41;7.7;65.0
Female;8;7.0;69.0
Male;35;9.0;65.0
Male;17;8.0;63.0
Male;8;7.2;72.2
Female;13;8.4;73.5
Male;11;9.0;68.3
Male;9;8.4;80.0
Female;17;6.4;76.0
Male;15;6.2;76.0
Male;13;10.0;69.0
Female;13;7.7;76.0
Female;17;7.0;63.0
Female;30;8.4;65.0
Female;11;10.0;72.2
Male;6;7.7;80.0
Female;8;6.4;68.3
Male;19;7.1;72.2
Female;16;8.4;65.0
Female;15;2.9;72.2
Male;7;6.4;68.3
Male;12;7.0;80.0
Male;16;9.0;69.0
Male;13;6.4;80.0
Male;15;7.7;65.0
Female;48;8.0;49.0
Male;13;6.4;69.0
Male;14;2.9;72.2
Male;9;7.7;63.0
Male;9;9.0;68.3
Male;11;8.5;68.3
Male;18;9.0;68.3
Female;37;2.9;65.0
Female;33;8.0;65.0
Male;7;6.4;65.0
Female;11;2.9;68.3
Female;7;7.1;63.0
Male;11;9.0;69.0
Female;48;7.0;63.0
Female;6;7.7;49.0
Male;8;8.4;69.0
Male;17;6.4;69.0
Male;10;6.4;65.0
Male;18;10.0;69.0
Male;16;2.9;68.3
Female;15;7.2;63.0
Female;13;9.0;76.0
Male;21;10.0;63.0
Female;37;10.0;63.0
Female;12;7.1;65.0
Male;6;6.4;92.7
Male;15;8.4;63.0
Female;12;10.5;68.3
Female;10;9.0;73.5
Female;11;7.0;65.0
Female;17;8.5;65.0
Female;12;8.5;65.0
Male;12;9.0;72.2
Male;17;9.0;69.0
Male;13;2.9;63.0
Male;15;8.5;71.0
Female;9;6.4;71.0
Male;13;6.2;65.0
Male;15;8.0;69.0
Male;10;9.0;65.0
Female;11;2.9;73.5
Male;8;7.7;80.0
Male;13;7.0;69.0
Male;8;6.4;72.2
Male;6;6.4;68.3
Male;11;9.0;73.5
Female;14;6.2;65.0
Male;15;7.2;92.7
Female;11;10.0;63.0
Male;11;7.0;72.2
Female;6;2.9;72.2
Female;10;6.2;92.7
Male;13;10.5;72.2
Male;13;7.7;69.0
Male;8;9.0;63.0
Female;9;7.1;65.0
Male;7;9.0;63.0
Male;16;6.4;63.0
Male;13;9.0;63.0
Male;13;9.0;71.0
Male;15;7.0;73.5
Male;14;6.4;69.0
Female;12;7.7;92.7
Male;7;6.4;92.7
Female;9;7.7;69.0
Male;11;7.7;65.0
Female;14;7.2;72.2
Female;16;9.0;76.0
Female;39;9.0;65.0
Male;12;7.1;68.3
Female;32;6.2;72.2
Female;10;7.7;68.3
Male;19;8.4;69.0
Female;41;7.2;92.7
Female;9;10.0;72.2
Male;19;9.0;73.5
Female;40;7.1;72.2
Female;35;7.1;92.7
Female;10;10.0;71.0
Female;35;8.0;71.0
Female;7;9.0;68.3
Female;9;6.4;65.0
Male;10;7.0;63.0
Female;12;10.0;49.0
Female;17;2.9;65.0
Female;38;9.0;63.0
Male;14;7.1;80.0
Male;13;9.0;63.0
Female;18;2.9;92.7
Male;42;7.0;76.0
Male;14;7.1;63.0
Female;10;7.1;69.0
Male;10;10.5;63.0
Male;12;6.4;65.0
Female;14;8.5;80.0
Male;14;6.4;73.5
Female;19;8.0;69.0
Female;14;7.0;73.5
Female;18;9.0;63.0
Male;8;2.9;92.7
Male;15;7.1;63.0
Female;17;7.0;76.0
Female;13;8.4;71.0
Male;6;2.9;92.7
Female;16;7.1;71.0
Male;17;6.2;69.0
Male;10;9.0;76.0
Male;18;9.0;69.0
Male;12;6.4;49.0
Female;10;8.0;63.0
Male;17;6.4;76.0
Male;15;6.4;68.3
Male;13;9.0;80.0
Female;40;9.0;68.3
Female;9;6.2;73.5
Male;10;8.5;49.0
Male;10;7.0;73.5
Female;13;7.7;72.2
Male;16;7.0;80.0
Male;8;6.4;69.0
Male;12;6.2;69.0
Male;17;8.4;63.0
Female;36;7.1;72.2
Female;6;8.4;76.0
Female;13;7.2;65.0
Male;19;9.0;69.0
Female;11;6.2;80.0
Female;15;7.7;72.2
Female;9;6.2;63.0
Male;12;10.0;69.0
Female;13;7.2;72.2
Male;12;7.7;69.0
Male;13;8.0;63.0
Male;8;9.0;63.0
Male;17;8.5;65.0
Female;9;8.0;92.7
Male;8;7.7;73.5
Male;13;6.4;68.3
Female;16;2.9;49.0
Female;17;8.5;72.2
Male;13;6.2;72.2
Male;10;8.4;63.0
Female;12;7.0;80.0
Female;12;2.9;80.0
Female;18;10.0;63.0
Male;13;7.2;73.5
Male;17;7.2;76.0
Male;10;7.7;80.0
Male;48;7.0;71.0
Female;9;9.0;72.2
Male;10;7.1;76.0
Female;11;7.1;80.0
Female;11;10.5;80.0
Female;15;10.0;76.0
Female;16;7.2;80.0
Male;8;7.2;73.5
Female;11;8.0;49.0
Female;16;8.4;72.2
Female;13;7.2;68.3
Male;14;10.0;63.0
Male;12;9.0;69.0
Male;19;7.7;80.0
Male;13;8.5;65.0
Male;10;7.7;69.0
Male;13;10.0;68.3
Male;14;9.0;72.2
Male;14;9.0;63.0
Female;14;6.4;49.0
Female;6;7.1;65.0
Male;11;9.0;49.0
Male;18;8.4;69.0
Female;17;8.0;71.0
Male;15;7.7;69.0
Male;13;10.0;49.0
Male;14;10.5;65.0
Male;13;8.4;73.5
Male;13;9.0;63.0
Female;12;7.7;63.0
Male;15;10.0;92.7
Male;15;6.2;65.0
Female;16;8.5;65.0
Male;14;8.4;68.3
Male;6;8.0;71.0
Female;10;7.7;72.2
Female;34;8.4;65.0
Male;39;10.0;76.0
Male;17;10.0;92.7
Female;13;8.5;65.0
Female;6;10.5;73.5
Male;19;10.5;73.5
Male;18;10.0;80.0
Female;16;8.0;65.0
Male;13;7.0;80.0
Male;15;7.2;69.0
Female;14;7.2;73.5
Female;18;7.1;92.7
Male;8;7.2;49.0
Female;8;7.7;69.0
Female;14;7.0;65.0
Female;43;7.1;65.0
Male;16;2.9;63.0
Female;17;10.5;73.5
Male;12;7.0;68.3
Female;12;7.1;73.5
Male;11;6.4;69.0
Male;6;8.4;49.0
Male;14;10.0;49.0
Female;13;7.1;63.0
Male;20;8.0;80.0
Male;15;8.4;65.0
Male;8;7.7;65.0
Female;7;7.0;68.3
Female;11;8.0;76.0
Female;33;7.1;63.0
Male;7;7.7;65.0
Male;8;6.4;69.0
Male;14;10.5;68.3
Female;6;7.1;68.3
Female;13;10.0;65.0
Male;19;8.0;71.0
Male;14;6.4;65.0
Female;12;8.0;68.3
Female;38;7.2;65.0
Female;11;2.9;63.0
Female;10;8.5;69.0
Male;12;6.2;68.3
Male;16;10.5;76.0
Female;15;7.2;63.0
Female;18;7.7;72.2
Female;9;8.4;68.3
Female;16;8.4;68.3
Female;6;10.0;63.0
Female;11;8.5;65.0
Male;15;7.7;65.0
Male;10;8.4;63.0
Female;14;7.2;63.0
Female;15;7.1;49.0
Female;23;8.0;73.5
Male;16;10.0;49.0
Female;14;7.7;65.0
Male;7;9.0;68.3
Female;11;7.1;49.0
L;59;12.5;98.0
L;57;10.4;88.5
P;13;6.5;68.0
L;53;11.0;93.0
P;15;8.0;72.0
L;14;7.6;70.0
P;43;8.7;85.0
P;48;13.2;89.0
L;37;10.2;84.0
L;37;9.4;84.0
P;31;12.0;85.0
P;24;9.6;93.0
P;15;6.5;69.0
P;45;11.0;89.0
P;23;9.2;85.0
P;36;8.0;81.0
P;17;6.6;70.0
L;40;10.5;88.5
P;47;12.5;95.0
P;22;7.3;74.0
P;23;7.7;81.0
L;48;12.3;82.0
L;54;13.7;93.0
P;24;7.3;75.0
L;44;11.0;88.0
L;35;12.5;85.0
L;45;11.5;92.5
P;49;10.2;85.0
L;40;10.0;82.0
L;54;13.6;93.0
P;48;11.35;89.0
L;19;7.8;74.0
P;31;8.7;74.5
P;25;8.0;78.0
P;50;10.0;86.0
P;58;14.0;92.7
L;47;11.0;90.0
L;26;8.8;80.0
P;13;6.3;68.0
L;45;13.0;90.0
L;30;10.3;83.0
P;19;8.0;76.0
P;58;12.0;98.0
L;28;7.9;75.0
L;46;11.2;87.0
L;50;11.0;93.0
L;43;11.5;90.0
L;29;11.0;81.5
P;46;13.0;88.0
P;44;10.2;90.0
P;46;11.7;93.0
L;23;6.9;70.0
P;44;11.0;90.5
L;37;11.5;88.0
L;50;11.4;93.0
P;26;8.5;70.0
P;26;10.0;78.0
P;56;11.0;93.0
P;58;11.5;91.0
L;16;8.0;75.0
L;37;11.2;87.0
L;15;5.6;68.0
L;35;12.0;86.0
L;17;8.0;74.5
L;31;10.5;78.0
P;14;5.7;64.0
P;57;13.0;95.0
P;47;11.0;88.0
L;27;9.0;83.0
L;7;5.0;57.0
P;50;12.0;99.0
L;19;7.3;74.0
L;33;12.5;84.0
P;40;10.8;92.0
P;21;10.3;73.0
P;22;8.0;75.0
L;26;9.0;82.0
L;56;13.2;86.5
P;39;10.0;83.5
P;45;13.0;87.0
P;29;9.0;81.0
L;35;10.2;84.5
P;16;7.0;71.0
P;23;7.2;76.5
P;53;11.5;96.0
L;19;7.2;73.0
L;51;10.7;89.0
L;49;13.0;93.0
L;17;7.7;70.0
P;35;10.0;82.0
P;47;10.6;89.0
L;43;13.0;88.0
L;26;10.1;86.5
P;36;9.5;86.0
L;20;9.2;76.0
L;21;8.6;74.0
P;31;9.0;77.0
P;44;11.8;84.0
L;40;12.3;92.0
L;46;13.0;88.0
L;19;8.0;79.0
L;48;12.2;91.2
P;16;7.0;74.0
P;20;8.7;80.5
L;36;12.1;86.5
P;42;12.2;94.0
L;13;7.2;72.0
L;37;10.2;89.2
P;32;8.5;83.0
L;52;11.7;88.0
P;24;8.9;88.0
L;33;11.0;99.0
P;46;10.8;84.1
P;49;14.8;96.5
L;20;6.7;69.0
L;43;12.3;90.0
L;31;10.5;83.5
P;58;10.9;87.1
L;25;8.6;79.0
P;23;8.5;74.0
L;18;6.5;72.5
P;44;13.0;90.5
L;46;11.9;91.0
L;34;10.0;86.0
L;42;10.5;88.1
P;49;11.0;87.0
P;51;11.5;92.5
P;51;13.0;96.0
P;42;9.3;81.0
P;33;11.0;88.0
P;24;8.8;88.0
L;35;8.5;86.0
P;43;14.0;91.0
L;15;7.0;69.0
P;15;6.7;69.0
P;48;9.6;92.0
L;50;12.9;88.0
L;57;14.4;96.0
P;43;9.5;83.0
L;51;11.5;96.0
P;38;11.5;85.0
L;57;14.6;100.2
P;16;7.8;73.4
L;48;13.0;88.0
P;44;11.3;90.0
P;44;9.4;85.0
P;38;11.3;86.0
L;20;6.8;70.0
L;25;9.0;76.0
L;39;10.0;90.0
L;47;11.2;94.0
P;21;7.0;75.0
P;26;8.7;81.5
P;43;11.5;88.5
P;39;10.6;89.0
P;34;10.9;88.5
L;22;9.9;81.0
L;55;11.5;90.0
L;30;10.0;83.0
P;38;12.0;86.0
L;48;12.0;90.5
P;59;11.5;93.5
P;39;9.8;80.0
L;56;11.3;94.0
P;51;12.0;92.5
P;36;10.1;84.0
P;50;10.0;89.5
L;44;10.3;85.7
P;1;8.0;67.0
P;38;9.0;81.2
P;44;12.0;90.0
P;41;11.0;91.5
L;49;11.0;94.0
L;46;13.5;96.0
P;35;11.0;84.0
L;40;11.3;91.0
P;6;5.4;60.0
L;32;9.4;84.0
L;22;10.0;76.5
P;21;8.0;75.0
L;21;9.7;78.0
L;28;10.0;81.6
P;47;14.3;92.0
L;46;11.3;87.0
L;26;10.0;75.0
P;36;10.3;87.0
P;26;8.0;79.0
P;13;8.2;69.0
P;32;9.9;89.0
L;48;13.3;90.0
P;42;13.2;90.0
L;58;11.0;87.0
P;28;9.3;80.0
L;30;12.5;81.2
L;24;9.0;77.5
P;26;8.4;70.0
L;29;9.9;83.0
L;27;8.9;79.0
L;31;11.0;78.0
P;40;11.0;87.0
P;39;10.6;96.0
P;18;7.5;74.5
P;52;12.0;93.0
L;23;9.9;81.0
L;38;9.45;86.0
P;23;8.5;76.0
P;26;8.2;78.2
L;42;11.2;95.0
P;49;11.2;92.0
L;33;9.2;74.0
L;45;9.5;81.0
P;51;11.0;82.0
P;35;11.0;85.0
L;41;11.2;94.5
L;23;7.7;79.0
L;21;8.4;76.0
P;38;10.5;85.0
L;25;7.3;70.0
P;33;11.4;92.0
P;51;10.0;83.0
L;48;11.2;92.0
L;43;14.2;91.0
P;24;9.0;81.0
P;41;10.0;86.0
L;48;11.4;93.3
P;35;8.5;79.0
P;26;9.1;83.0
L;55;10.5;80.0
L;36;9.7;86.0
P;32;8.3;80.0
P;16;6.9;72.0
P;39;10.0;83.0
L;52;11.5;93.0
P;33;8.2;82.0
L;48;11.5;86.0
L;39;11.3;93.0
P;28;8.5;70.0
P;55;10.5;91.0
L;25;8.6;80.0
L;55;12.0;93.5
L;33;10.3;81.0
P;57;9.8;81.0
L;27;7.3;76.0
L;56;13.8;98.0
P;31;8.4;79.0
P;28;9.2;77.0
L;34;10.4;89.0
L;20;8.0;75.5
P;42;10.0;88.0
L;43;11.8;85.0
L;41;13.0;89.0
L;43;12.5;88.0
P;41;11.0;89.0
P;33;8.4;80.0
P;44;12.5;86.0
P;48;13.5;93.0
L;46;12.5;94.0
P;60;10.2;89.2
P;22;9.0;70.0
L;51;12.5;94.0
P;33;9.5;83.0
L;33;9.9;82.0
L;40;11.6;90.0
P;52;11.9;91.0
P;30;8.3;80.0
L;23;7.0;68.0
L;32;8.8;83.5
L;59;12.3;92.0
L;48;12.0;95.0
P;21;8.5;72.0
L;47;12.8;96.0
P;31;10.0;81.0
L;28;10.0;76.0
L;37;10.0;84.5
P;30;10.0;82.0
P;53;12.0;89.0
P;56;11.8;96.0
L;48;11.4;93.0
L;34;11.7;91.0
P;56;12.0;90.0
P;14;7.1;77.0
P;42;9.5;87.5
P;29;9.5;86.0
L;28;11.8;88.5
P;35;9.3;78.0
P;30;11.0;83.0
L;34;7.0;80.0
P;37;11.0;86.0
L;53;12.6;94.6
P;57;14.7;95.0
P;49;12.2;95.0
P;47;8.0;84.0
P;29;9.1;84.0
L;43;11.0;92.0
P;50;10.0;89.0
L;48;11.0;93.5
